Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Jaydon Blue (40392426),Jaydon Blue,40392426,RB/FLEX,4000,WAS@DAL 10/19/2025 04:25PM ET,DAL,0.35
RB,Miles Sanders (40392428),Miles Sanders,40392428,RB/FLEX,4000,WAS@DAL 10/19/2025 04:25PM ET,DAL,6.92
RB,Phil Mafah (40392430),Phil Mafah,40392430,RB/FLEX,4000,WAS@DAL 10/19/2025 04:25PM ET,DAL,0
RB,Hunter Luepke (40392432),Hunter Luepke,40392432,RB/FLEX,4000,WAS@DAL 10/19/2025 04:25PM ET,DAL,1.88
RB,Malik Davis (40392434),Malik Davis,40392434,RB/FLEX,4000,WAS@DAL 10/19/2025 04:25PM ET,DAL,0
TE,Harold Fannin Jr. (40392978),Harold Fannin Jr.,40392978,TE/FLEX,3900,MIA@CLE 10/19/2025 01:00PM ET,CLE,9.97
WR,Troy Franklin (40392662),Troy Franklin,40392662,WR/FLEX,3900,NYG@DEN 10/19/2025 04:05PM ET,DEN,9.55
WR,Ryan Flournoy (40392664),Ryan Flournoy,40392664,WR/FLEX,3900,WAS@DAL 10/19/2025 04:25PM ET,DAL,6.07
WR,Malik Washington (40392670),Malik Washington,40392670,WR/FLEX,3800,MIA@CLE 10/19/2025 01:00PM ET,MIA,5.83
WR,Michael Wilson (40392666),Michael Wilson,40392666,WR/FLEX,3800,GB@ARI 10/19/2025 04:25PM ET,ARI,4.6
