Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Jaylin Lane (40392668),Jaylin Lane,40392668,WR/FLEX,3800,WAS@DAL 10/19/2025 04:25PM ET,WAS,3.65
TE,Zach Ertz (40392980),Zach Ertz,40392980,TE/FLEX,3800,WAS@DAL 10/19/2025 04:25PM ET,WAS,9.87
WR,Olamide Zaccheaus (40392674),Olamide Zaccheaus,40392674,WR/FLEX,3700,NO@CHI 10/19/2025 01:00PM ET,CHI,6.56
WR,Tyquan Thornton (40392672),Tyquan Thornton,40392672,WR/FLEX,3700,LV@KC 10/19/2025 01:00PM ET,KC,9.7
DST,Chiefs  (40393182),Chiefs ,40393182,DST,3700,LV@KC 10/19/2025 01:00PM ET,KC,5.83
WR,Xavier Legette (40392676),Xavier Legette,40392676,WR/FLEX,3700,CAR@NYJ 10/19/2025 01:00PM ET,CAR,4.75
TE,Theo Johnson (40392982),Theo Johnson,40392982,TE/FLEX,3700,NYG@DEN 10/19/2025 04:05PM ET,NYG,7.93
WR,JuJu Smith-Schuster (40392678),JuJu Smith-Schuster,40392678,WR/FLEX,3600,LV@KC 10/19/2025 01:00PM ET,KC,7.92
TE,T.J. Hockenson (40392984),T.J. Hockenson,40392984,TE/FLEX,3600,PHI@MIN 10/19/2025 01:00PM ET,MIN,8.06
WR,Greg Dortch (40392680),Greg Dortch,40392680,WR/FLEX,3600,GB@ARI 10/19/2025 04:25PM ET,ARI,4.45
WR,Dontayvion Wicks (40392682),Dontayvion Wicks,40392682,WR/FLEX,3600,GB@ARI 10/19/2025 04:25PM ET,GB,4.98
DST,Packers  (40393183),Packers ,40393183,DST,3600,GB@ARI 10/19/2025 04:25PM ET,GB,4.4
TE,Michael Mayer (40392986),Michael Mayer,40392986,TE/FLEX,3500,LV@KC 10/19/2025 01:00PM ET,LV,6.68
WR,Jalen Nailor (40392686),Jalen Nailor,40392686,WR/FLEX,3500,PHI@MIN 10/19/2025 01:00PM ET,MIN,6.6
WR,Arian Smith (40392692),Arian Smith,40392692,WR/FLEX,3500,CAR@NYJ 10/19/2025 01:00PM ET,NYJ,0.9
WR,Marvin Mims Jr. (40392684),Marvin Mims Jr.,40392684,WR/FLEX,3500,NYG@DEN 10/19/2025 04:05PM ET,DEN,7.37
DST,Broncos  (40393184),Broncos ,40393184,DST,3500,NYG@DEN 10/19/2025 04:05PM ET,DEN,8.83
WR,Zay Jones (40392690),Zay Jones,40392690,WR/FLEX,3500,GB@ARI 10/19/2025 04:25PM ET,ARI,4.32
WR,KaVontae Turpin (40392688),KaVontae Turpin,40392688,WR/FLEX,3500,WAS@DAL 10/19/2025 04:25PM ET,DAL,8.8
WR,Brandin Cooks (40392702),Brandin Cooks,40392702,WR/FLEX,3400,NO@CHI 10/19/2025 01:00PM ET,NO,4.23
WR,Isaiah Bond (40392698),Isaiah Bond,40392698,WR/FLEX,3400,MIA@CLE 10/19/2025 01:00PM ET,CLE,4.03
TE,David Njoku (40392990),David Njoku,40392990,TE/FLEX,3400,MIA@CLE 10/19/2025 01:00PM ET,CLE,8.55
WR,Allen Lazard (40392700),Allen Lazard,40392700,WR/FLEX,3400,CAR@NYJ 10/19/2025 01:00PM ET,NYJ,3.1
TE,Mason Taylor (40392988),Mason Taylor,40392988,TE/FLEX,3400,CAR@NYJ 10/19/2025 01:00PM ET,NYJ,6.78
DST,Patriots  (40393185),Patriots ,40393185,DST,3400,NE@TEN 10/19/2025 01:00PM ET,NE,7.67
WR,Jalin Hyatt (40392694),Jalin Hyatt,40392694,WR/FLEX,3400,NYG@DEN 10/19/2025 04:05PM ET,NYG,1.18
WR,Adonai Mitchell (40392696),Adonai Mitchell,40392696,WR/FLEX,3400,IND@LAC 10/19/2025 04:05PM ET,IND,3.94
WR,Jahan Dotson (40392710),Jahan Dotson,40392710,WR/FLEX,3300,PHI@MIN 10/19/2025 01:00PM ET,PHI,3.02
WR,Tyler Lockett (40392712),Tyler Lockett,40392712,WR/FLEX,3300,NE@TEN 10/19/2025 01:00PM ET,TEN,3.2
TE,Chig Okonkwo (40392992),Chig Okonkwo,40392992,TE/FLEX,3300,NE@TEN 10/19/2025 01:00PM ET,TEN,7.47
WR,Tre' Harris (40392732),Tre' Harris,40392732,WR/FLEX,3300,IND@LAC 10/19/2025 04:05PM ET,LAC,2.37
TE,Oronde Gadsden II (40392994),Oronde Gadsden II,40392994,TE/FLEX,3300,IND@LAC 10/19/2025 04:05PM ET,LAC,7.1
DST,Chargers  (40393186),Chargers ,40393186,DST,3300,IND@LAC 10/19/2025 04:05PM ET,LAC,5.83
WR,Jalen Tolbert (40392706),Jalen Tolbert,40392706,WR/FLEX,3300,WAS@DAL 10/19/2025 04:25PM ET,DAL,3.98
WR,Noah Brown (40392708),Noah Brown,40392708,WR/FLEX,3300,WAS@DAL 10/19/2025 04:25PM ET,WAS,3.3
TE,Cole Kmet (40392998),Cole Kmet,40392998,TE/FLEX,3200,NO@CHI 10/19/2025 01:00PM ET,CHI,5.12
WR,Jamari Thrash (40392714),Jamari Thrash,40392714,WR/FLEX,3200,MIA@CLE 10/19/2025 01:00PM ET,CLE,2.05
WR,Dont'e Thornton Jr. (40392722),Dont'e Thornton Jr.,40392722,WR/FLEX,3200,LV@KC 10/19/2025 01:00PM ET,LV,2.4
DST,Eagles  (40393187),Eagles ,40393187,DST,3200,PHI@MIN 10/19/2025 01:00PM ET,PHI,6.33
WR,Hunter Renfrow (40392720),Hunter Renfrow,40392720,WR/FLEX,3200,CAR@NYJ 10/19/2025 01:00PM ET,CAR,5.98
TE,Ja'Tavion Sanders (40392996),Ja'Tavion Sanders,40392996,TE/FLEX,3200,CAR@NYJ 10/19/2025 01:00PM ET,CAR,6.73
WR,Van Jefferson (40392718),Van Jefferson,40392718,WR/FLEX,3200,NE@TEN 10/19/2025 01:00PM ET,TEN,2.98
WR,Beaux Collins (40392716),Beaux Collins,40392716,WR/FLEX,3200,NYG@DEN 10/19/2025 04:05PM ET,NYG,0.28
WR,Bub Means (40392726),Bub Means,40392726,WR/FLEX,3100,NO@CHI 10/19/2025 01:00PM ET,NO,0
TE,Juwan Johnson (40393000),Juwan Johnson,40393000,TE/FLEX,3100,NO@CHI 10/19/2025 01:00PM ET,NO,9.1
TE,Colston Loveland (40393002),Colston Loveland,40393002,TE/FLEX,3100,NO@CHI 10/19/2025 01:00PM ET,CHI,2.6
DST,Bears  (40393188),Bears ,40393188,DST,3100,NO@CHI 10/19/2025 01:00PM ET,CHI,7.4
WR,Adam Thielen (40392704),Adam Thielen,40392704,WR/FLEX,3100,PHI@MIN 10/19/2025 01:00PM ET,MIN,1.94
WR,Mack Hollins (40392724),Mack Hollins,40392724,WR/FLEX,3100,NE@TEN 10/19/2025 01:00PM ET,NE,4.67
WR,Chimere Dike (40392730),Chimere Dike,40392730,WR/FLEX,3100,NE@TEN 10/19/2025 01:00PM ET,TEN,2.22
WR,Lil'Jordan Humphrey (40392728),Lil'Jordan Humphrey,40392728,WR/FLEX,3100,NYG@DEN 10/19/2025 04:05PM ET,NYG,9.5
WR,Devaughn Vele (40392932),Devaughn Vele,40392932,WR/FLEX,3000,NO@CHI 10/19/2025 01:00PM ET,NO,2.58
WR,Mason Tipton (40392934),Mason Tipton,40392934,WR/FLEX,3000,NO@CHI 10/19/2025 01:00PM ET,NO,0
WR,Trey Palmer (40392936),Trey Palmer,40392936,WR/FLEX,3000,NO@CHI 10/19/2025 01:00PM ET,NO,0
WR,Ja'Lynn Polk (40392938),Ja'Lynn Polk,40392938,WR/FLEX,3000,NO@CHI 10/19/2025 01:00PM ET,NO,0
WR,Ronnie Bell (40392940),Ronnie Bell,40392940,WR/FLEX,3000,NO@CHI 10/19/2025 01:00PM ET,NO,0
WR,Kevin Austin Jr. (40392942),Kevin Austin Jr.,40392942,WR/FLEX,3000,NO@CHI 10/19/2025 01:00PM ET,NO,0
WR,Dante Pettis (40392944),Dante Pettis,40392944,WR/FLEX,3000,NO@CHI 10/19/2025 01:00PM ET,NO,0
WR,Devin Duvernay (40392946),Devin Duvernay,40392946,WR/FLEX,3000,NO@CHI 10/19/2025 01:00PM ET,CHI,0
WR,Jahdae Walker (40392948),Jahdae Walker,40392948,WR/FLEX,3000,NO@CHI 10/19/2025 01:00PM ET,CHI,0
WR,JP Richardson (40392950),JP Richardson,40392950,WR/FLEX,3000,NO@CHI 10/19/2025 01:00PM ET,CHI,0
WR,Maurice Alexander (40392952),Maurice Alexander,40392952,WR/FLEX,3000,NO@CHI 10/19/2025 01:00PM ET,CHI,0
WR,Miles Boykin (40392954),Miles Boykin,40392954,WR/FLEX,3000,NO@CHI 10/19/2025 01:00PM ET,CHI,0
TE,Taysom Hill (40393004),Taysom Hill,40393004,TE/FLEX,3000,NO@CHI 10/19/2025 01:00PM ET,NO,3.38
WR,Nick Westbrook-Ikhine (40392736),Nick Westbrook-Ikhine,40392736,WR/FLEX,3000,MIA@CLE 10/19/2025 01:00PM ET,MIA,1.1
WR,Dee Eskridge (40392904),Dee Eskridge,40392904,WR/FLEX,3000,MIA@CLE 10/19/2025 01:00PM ET,MIA,0.62
WR,Cedrick Wilson Jr. (40392906),Cedrick Wilson Jr.,40392906,WR/FLEX,3000,MIA@CLE 10/19/2025 01:00PM ET,MIA,0
WR,Tahj Washington (40392908),Tahj Washington,40392908,WR/FLEX,3000,MIA@CLE 10/19/2025 01:00PM ET,MIA,0
WR,Tyreek Hill (40392910),Tyreek Hill,40392910,WR/FLEX,3000,MIA@CLE 10/19/2025 01:00PM ET,MIA,14.12
WR,Theo Wease Jr. (40392912),Theo Wease Jr.,40392912,WR/FLEX,3000,MIA@CLE 10/19/2025 01:00PM ET,MIA,0
WR,A.J. Henning (40392914),A.J. Henning,40392914,WR/FLEX,3000,MIA@CLE 10/19/2025 01:00PM ET,MIA,0
WR,Malachi Corley (40392916),Malachi Corley,40392916,WR/FLEX,3000,MIA@CLE 10/19/2025 01:00PM ET,CLE,0.55
WR,Gage Larvadain (40392918),Gage Larvadain,40392918,WR/FLEX,3000,MIA@CLE 10/19/2025 01:00PM ET,CLE,2.1
WR,Cedric Tillman (40392920),Cedric Tillman,40392920,WR/FLEX,3000,MIA@CLE 10/19/2025 01:00PM ET,CLE,8.4
WR,DeAndre Carter (40392922),DeAndre Carter,40392922,WR/FLEX,3000,MIA@CLE 10/19/2025 01:00PM ET,CLE,0
WR,David Bell (40392924),David Bell,40392924,WR/FLEX,3000,MIA@CLE 10/19/2025 01:00PM ET,CLE,0
WR,Cade McDonald (40392926),Cade McDonald,40392926,WR/FLEX,3000,MIA@CLE 10/19/2025 01:00PM ET,CLE,0
WR,Kaden Davis (40392928),Kaden Davis,40392928,WR/FLEX,3000,MIA@CLE 10/19/2025 01:00PM ET,CLE,0
WR,Luke Floriea (40392930),Luke Floriea,40392930,WR/FLEX,3000,MIA@CLE 10/19/2025 01:00PM ET,CLE,0
DST,Browns  (40393189),Browns ,40393189,DST,3000,MIA@CLE 10/19/2025 01:00PM ET,CLE,4
WR,Jack Bech (40392734),Jack Bech,40392734,WR/FLEX,3000,LV@KC 10/19/2025 01:00PM ET,LV,1.83
WR,Alex Bachman (40392888),Alex Bachman,40392888,WR/FLEX,3000,LV@KC 10/19/2025 01:00PM ET,LV,0.38
WR,Justin Shorter (40392890),Justin Shorter,40392890,WR/FLEX,3000,LV@KC 10/19/2025 01:00PM ET,LV,0
WR,Phillip Dorsett II (40392892),Phillip Dorsett II,40392892,WR/FLEX,3000,LV@KC 10/19/2025 01:00PM ET,LV,0
WR,Shedrick Jackson (40392894),Shedrick Jackson,40392894,WR/FLEX,3000,LV@KC 10/19/2025 01:00PM ET,LV,0
WR,Jalen Royals (40392896),Jalen Royals,40392896,WR/FLEX,3000,LV@KC 10/19/2025 01:00PM ET,KC,0
WR,Jason Brownlee (40392898),Jason Brownlee,40392898,WR/FLEX,3000,LV@KC 10/19/2025 01:00PM ET,KC,0
WR,Nikko Remigio (40392900),Nikko Remigio,40392900,WR/FLEX,3000,LV@KC 10/19/2025 01:00PM ET,KC,0.7
WR,Jimmy Holiday (40392902),Jimmy Holiday,40392902,WR/FLEX,3000,LV@KC 10/19/2025 01:00PM ET,KC,0
WR,John Metchie III (40392862),John Metchie III,40392862,WR/FLEX,3000,PHI@MIN 10/19/2025 01:00PM ET,PHI,0.97
WR,Xavier Gipson (40392864),Xavier Gipson,40392864,WR/FLEX,3000,PHI@MIN 10/19/2025 01:00PM ET,PHI,-1
WR,Darius Cooper (40392866),Darius Cooper,40392866,WR/FLEX,3000,PHI@MIN 10/19/2025 01:00PM ET,PHI,0
WR,Johnny Wilson (40392868),Johnny Wilson,40392868,WR/FLEX,3000,PHI@MIN 10/19/2025 01:00PM ET,PHI,0
WR,Javon Baker (40392870),Javon Baker,40392870,WR/FLEX,3000,PHI@MIN 10/19/2025 01:00PM ET,PHI,0
WR,Quez Watkins (40392872),Quez Watkins,40392872,WR/FLEX,3000,PHI@MIN 10/19/2025 01:00PM ET,PHI,0
WR,Terrace Marshall (40392874),Terrace Marshall,40392874,WR/FLEX,3000,PHI@MIN 10/19/2025 01:00PM ET,PHI,0
WR,Britain Covey (40392876),Britain Covey,40392876,WR/FLEX,3000,PHI@MIN 10/19/2025 01:00PM ET,PHI,0
WR,Tai Felton (40392878),Tai Felton,40392878,WR/FLEX,3000,PHI@MIN 10/19/2025 01:00PM ET,MIN,0.38
WR,Myles Price (40392880),Myles Price,40392880,WR/FLEX,3000,PHI@MIN 10/19/2025 01:00PM ET,MIN,-0.2
WR,Rondale Moore (40392882),Rondale Moore,40392882,WR/FLEX,3000,PHI@MIN 10/19/2025 01:00PM ET,MIN,0
WR,Dontae Fleming (40392884),Dontae Fleming,40392884,WR/FLEX,3000,PHI@MIN 10/19/2025 01:00PM ET,MIN,0
WR,Jeshaun Jones (40392886),Jeshaun Jones,40392886,WR/FLEX,3000,PHI@MIN 10/19/2025 01:00PM ET,MIN,0
WR,Jimmy Horn Jr. (40392838),Jimmy Horn Jr.,40392838,WR/FLEX,3000,CAR@NYJ 10/19/2025 01:00PM ET,CAR,3.93
WR,David Moore (40392840),David Moore,40392840,WR/FLEX,3000,CAR@NYJ 10/19/2025 01:00PM ET,CAR,0.68
WR,Ja'seem Reed (40392842),Ja'seem Reed,40392842,WR/FLEX,3000,CAR@NYJ 10/19/2025 01:00PM ET,CAR,0
WR,Dan Chisena (40392844),Dan Chisena,40392844,WR/FLEX,3000,CAR@NYJ 10/19/2025 01:00PM ET,CAR,0
WR,Ainias Smith (40392846),Ainias Smith,40392846,WR/FLEX,3000,CAR@NYJ 10/19/2025 01:00PM ET,CAR,0
WR,Tyler Johnson (40392848),Tyler Johnson,40392848,WR/FLEX,3000,CAR@NYJ 10/19/2025 01:00PM ET,NYJ,2.06
WR,Brandon Smith (40392850),Brandon Smith,40392850,WR/FLEX,3000,CAR@NYJ 10/19/2025 01:00PM ET,NYJ,0
WR,Isaiah Williams (40392852),Isaiah Williams,40392852,WR/FLEX,3000,CAR@NYJ 10/19/2025 01:00PM ET,NYJ,-0.25
WR,Irvin Charles (40392854),Irvin Charles,40392854,WR/FLEX,3000,CAR@NYJ 10/19/2025 01:00PM ET,NYJ,0
WR,Jamaal Pritchett (40392856),Jamaal Pritchett,40392856,WR/FLEX,3000,CAR@NYJ 10/19/2025 01:00PM ET,NYJ,0
WR,Avery Williams (40392858),Avery Williams,40392858,WR/FLEX,3000,CAR@NYJ 10/19/2025 01:00PM ET,NYJ,0
WR,Quentin Skinner (40392860),Quentin Skinner,40392860,WR/FLEX,3000,CAR@NYJ 10/19/2025 01:00PM ET,NYJ,0
WR,Brycen Tremayne (40392956),Brycen Tremayne,40392956,WR/FLEX,3000,CAR@NYJ 10/19/2025 01:00PM ET,CAR,3.3
WR,Kyle Williams (40392822),Kyle Williams,40392822,WR/FLEX,3000,NE@TEN 10/19/2025 01:00PM ET,NE,0.63
WR,Efton Chism III (40392824),Efton Chism III,40392824,WR/FLEX,3000,NE@TEN 10/19/2025 01:00PM ET,NE,0
WR,Jeremiah Webb (40392826),Jeremiah Webb,40392826,WR/FLEX,3000,NE@TEN 10/19/2025 01:00PM ET,NE,0
WR,John Jiles (40392828),John Jiles,40392828,WR/FLEX,3000,NE@TEN 10/19/2025 01:00PM ET,NE,0
WR,Bryce Oliver (40392830),Bryce Oliver,40392830,WR/FLEX,3000,NE@TEN 10/19/2025 01:00PM ET,TEN,0.9
WR,James Proche II (40392832),James Proche II,40392832,WR/FLEX,3000,NE@TEN 10/19/2025 01:00PM ET,TEN,0
WR,Xavier Restrepo (40392834),Xavier Restrepo,40392834,WR/FLEX,3000,NE@TEN 10/19/2025 01:00PM ET,TEN,0
WR,Mason Kinsey (40392836),Mason Kinsey,40392836,WR/FLEX,3000,NE@TEN 10/19/2025 01:00PM ET,TEN,0
TE,Gunnar Helm (40393006),Gunnar Helm,40393006,TE/FLEX,3000,NE@TEN 10/19/2025 01:00PM ET,TEN,4.05
WR,Gunner Olszewski (40392798),Gunner Olszewski,40392798,WR/FLEX,3000,NYG@DEN 10/19/2025 04:05PM ET,NYG,0
WR,Malik Nabers (40392800),Malik Nabers,40392800,WR/FLEX,3000,NYG@DEN 10/19/2025 04:05PM ET,NYG,15.02
WR,Bryce Ford-Wheaton (40392802),Bryce Ford-Wheaton,40392802,WR/FLEX,3000,NYG@DEN 10/19/2025 04:05PM ET,NYG,0
WR,Da'Quan Felton (40392804),Da'Quan Felton,40392804,WR/FLEX,3000,NYG@DEN 10/19/2025 04:05PM ET,NYG,0
WR,Ihmir Smith-Marsette (40392806),Ihmir Smith-Marsette,40392806,WR/FLEX,3000,NYG@DEN 10/19/2025 04:05PM ET,NYG,0
WR,Dalen Cambre (40392808),Dalen Cambre,40392808,WR/FLEX,3000,NYG@DEN 10/19/2025 04:05PM ET,NYG,0
WR,Pat Bryant (40392810),Pat Bryant,40392810,WR/FLEX,3000,NYG@DEN 10/19/2025 04:05PM ET,DEN,1.33
WR,Trent Sherfield Sr. (40392812),Trent Sherfield Sr.,40392812,WR/FLEX,3000,NYG@DEN 10/19/2025 04:05PM ET,DEN,0.85
WR,Thayer Thomas (40392814),Thayer Thomas,40392814,WR/FLEX,3000,NYG@DEN 10/19/2025 04:05PM ET,DEN,0
WR,Michael Bandy (40392816),Michael Bandy,40392816,WR/FLEX,3000,NYG@DEN 10/19/2025 04:05PM ET,DEN,0
WR,A.T. Perry (40392818),A.T. Perry,40392818,WR/FLEX,3000,NYG@DEN 10/19/2025 04:05PM ET,DEN,0
WR,Samori Toure (40392820),Samori Toure,40392820,WR/FLEX,3000,NYG@DEN 10/19/2025 04:05PM ET,DEN,0
WR,Ashton Dulin (40392738),Ashton Dulin,40392738,WR/FLEX,3000,IND@LAC 10/19/2025 04:05PM ET,IND,1.97
WR,Derius Davis (40392780),Derius Davis,40392780,WR/FLEX,3000,IND@LAC 10/19/2025 04:05PM ET,LAC,-0.17
WR,KeAndre Lambert-Smith (40392782),KeAndre Lambert-Smith,40392782,WR/FLEX,3000,IND@LAC 10/19/2025 04:05PM ET,LAC,0.22
WR,Luke Grimm (40392784),Luke Grimm,40392784,WR/FLEX,3000,IND@LAC 10/19/2025 04:05PM ET,LAC,0
WR,JaQuae Jackson (40392786),JaQuae Jackson,40392786,WR/FLEX,3000,IND@LAC 10/19/2025 04:05PM ET,LAC,0
WR,Jalen Reagor (40392788),Jalen Reagor,40392788,WR/FLEX,3000,IND@LAC 10/19/2025 04:05PM ET,LAC,0
WR,Anthony Gould (40392790),Anthony Gould,40392790,WR/FLEX,3000,IND@LAC 10/19/2025 04:05PM ET,IND,0
WR,D.J. Montgomery (40392792),D.J. Montgomery,40392792,WR/FLEX,3000,IND@LAC 10/19/2025 04:05PM ET,IND,0
WR,Laquon Treadwell (40392794),Laquon Treadwell,40392794,WR/FLEX,3000,IND@LAC 10/19/2025 04:05PM ET,IND,0
WR,Coleman Owen (40392796),Coleman Owen,40392796,WR/FLEX,3000,IND@LAC 10/19/2025 04:05PM ET,IND,0
WR,Xavier Weaver (40392760),Xavier Weaver,40392760,WR/FLEX,3000,GB@ARI 10/19/2025 04:25PM ET,ARI,0
WR,Simi Fehoko (40392762),Simi Fehoko,40392762,WR/FLEX,3000,GB@ARI 10/19/2025 04:25PM ET,ARI,0
WR,Andre Baccellia (40392764),Andre Baccellia,40392764,WR/FLEX,3000,GB@ARI 10/19/2025 04:25PM ET,ARI,0
WR,Tejhaun Palmer (40392766),Tejhaun Palmer,40392766,WR/FLEX,3000,GB@ARI 10/19/2025 04:25PM ET,ARI,0
WR,Malik Heath (40392768),Malik Heath,40392768,WR/FLEX,3000,GB@ARI 10/19/2025 04:25PM ET,GB,1.32
WR,Savion Williams (40392770),Savion Williams,40392770,WR/FLEX,3000,GB@ARI 10/19/2025 04:25PM ET,GB,1.8
WR,Jayden Reed (40392772),Jayden Reed,40392772,WR/FLEX,3000,GB@ARI 10/19/2025 04:25PM ET,GB,6.75
WR,Isaiah Neyor (40392774),Isaiah Neyor,40392774,WR/FLEX,3000,GB@ARI 10/19/2025 04:25PM ET,GB,0
WR,Will Sheppard (40392776),Will Sheppard,40392776,WR/FLEX,3000,GB@ARI 10/19/2025 04:25PM ET,GB,0
WR,Jakobie Keeney-James (40392778),Jakobie Keeney-James,40392778,WR/FLEX,3000,GB@ARI 10/19/2025 04:25PM ET,GB,0
WR,Chris Moore (40392740),Chris Moore,40392740,WR/FLEX,3000,WAS@DAL 10/19/2025 04:25PM ET,WAS,4.68
WR,Tay Martin (40392742),Tay Martin,40392742,WR/FLEX,3000,WAS@DAL 10/19/2025 04:25PM ET,WAS,1.43
WR,Robbie Chosen (40392744),Robbie Chosen,40392744,WR/FLEX,3000,WAS@DAL 10/19/2025 04:25PM ET,WAS,0
WR,Ja'Corey Brooks (40392746),Ja'Corey Brooks,40392746,WR/FLEX,3000,WAS@DAL 10/19/2025 04:25PM ET,WAS,0
WR,Jacoby Jones (40392748),Jacoby Jones,40392748,WR/FLEX,3000,WAS@DAL 10/19/2025 04:25PM ET,WAS,0
WR,Jalen Cropper (40392750),Jalen Cropper,40392750,WR/FLEX,3000,WAS@DAL 10/19/2025 04:25PM ET,DAL,0
WR,Parris Campbell (40392752),Parris Campbell,40392752,WR/FLEX,3000,WAS@DAL 10/19/2025 04:25PM ET,DAL,0
WR,Jonathan Mingo (40392754),Jonathan Mingo,40392754,WR/FLEX,3000,WAS@DAL 10/19/2025 04:25PM ET,DAL,0
WR,Jalen Brooks (40392756),Jalen Brooks,40392756,WR/FLEX,3000,WAS@DAL 10/19/2025 04:25PM ET,DAL,0
WR,Traeshon Holden (40392758),Traeshon Holden,40392758,WR/FLEX,3000,WAS@DAL 10/19/2025 04:25PM ET,DAL,0
TE,Josh Oliver (40393010),Josh Oliver,40393010,TE/FLEX,2900,PHI@MIN 10/19/2025 01:00PM ET,MIN,4.24
TE,Tommy Tremble (40393008),Tommy Tremble,40393008,TE/FLEX,2900,CAR@NYJ 10/19/2025 01:00PM ET,CAR,5.77
DST,Commanders  (40393190),Commanders ,40393190,DST,2900,WAS@DAL 10/19/2025 04:25PM ET,WAS,7
TE,Will Dissly (40393012),Will Dissly,40393012,TE/FLEX,2800,IND@LAC 10/19/2025 04:05PM ET,LAC,2.77
DST,Colts  (40393191),Colts ,40393191,DST,2800,IND@LAC 10/19/2025 04:05PM ET,IND,9.17
TE,John Bates (40393014),John Bates,40393014,TE/FLEX,2800,WAS@DAL 10/19/2025 04:25PM ET,WAS,0.48
DST,Dolphins  (40393192),Dolphins ,40393192,DST,2700,MIA@CLE 10/19/2025 01:00PM ET,MIA,4.33
TE,Noah Gray (40393016),Noah Gray,40393016,TE/FLEX,2700,LV@KC 10/19/2025 01:00PM ET,KC,2.12
TE,Mitchell Evans (40393018),Mitchell Evans,40393018,TE/FLEX,2700,CAR@NYJ 10/19/2025 01:00PM ET,CAR,4.27
DST,Vikings  (40393193),Vikings ,40393193,DST,2600,PHI@MIN 10/19/2025 01:00PM ET,MIN,9.4
DST,Jets  (40393194),Jets ,40393194,DST,2600,CAR@NYJ 10/19/2025 01:00PM ET,NYJ,3
TE,Austin Hooper (40393020),Austin Hooper,40393020,TE/FLEX,2600,NE@TEN 10/19/2025 01:00PM ET,NE,3.08
TE,Nate Adkins (40393022),Nate Adkins,40393022,TE/FLEX,2600,NYG@DEN 10/19/2025 04:05PM ET,DEN,3.2
TE,Foster Moreau (40393164),Foster Moreau,40393164,TE/FLEX,2500,NO@CHI 10/19/2025 01:00PM ET,NO,0.95
TE,Jack Stoll (40393166),Jack Stoll,40393166,TE/FLEX,2500,NO@CHI 10/19/2025 01:00PM ET,NO,1.97
TE,Mason Pline (40393168),Mason Pline,40393168,TE/FLEX,2500,NO@CHI 10/19/2025 01:00PM ET,NO,0
TE,Zach Wood (40393170),Zach Wood,40393170,TE/FLEX,2500,NO@CHI 10/19/2025 01:00PM ET,NO,0
TE,Treyton Welch (40393172),Treyton Welch,40393172,TE/FLEX,2500,NO@CHI 10/19/2025 01:00PM ET,NO,0
TE,Moliki Matavao (40393174),Moliki Matavao,40393174,TE/FLEX,2500,NO@CHI 10/19/2025 01:00PM ET,NO,0
TE,Durham Smythe (40393176),Durham Smythe,40393176,TE/FLEX,2500,NO@CHI 10/19/2025 01:00PM ET,CHI,0
TE,Stephen Carlson (40393178),Stephen Carlson,40393178,TE/FLEX,2500,NO@CHI 10/19/2025 01:00PM ET,CHI,0
TE,Nikola Kalinic (40393180),Nikola Kalinic,40393180,TE/FLEX,2500,NO@CHI 10/19/2025 01:00PM ET,CHI,0
TE,Julian Hill (40393150),Julian Hill,40393150,TE/FLEX,2500,MIA@CLE 10/19/2025 01:00PM ET,MIA,3.1
TE,Tanner Conner (40393152),Tanner Conner,40393152,TE/FLEX,2500,MIA@CLE 10/19/2025 01:00PM ET,MIA,1.95
TE,Jalin Conyers (40393154),Jalin Conyers,40393154,TE/FLEX,2500,MIA@CLE 10/19/2025 01:00PM ET,MIA,0
TE,Hayden Rucci (40393156),Hayden Rucci,40393156,TE/FLEX,2500,MIA@CLE 10/19/2025 01:00PM ET,MIA,0
TE,Greg Dulcich (40393158),Greg Dulcich,40393158,TE/FLEX,2500,MIA@CLE 10/19/2025 01:00PM ET,MIA,0
TE,Blake Whiteheart (40393160),Blake Whiteheart,40393160,TE/FLEX,2500,MIA@CLE 10/19/2025 01:00PM ET,CLE,0.17
TE,Sal Cannella (40393162),Sal Cannella,40393162,TE/FLEX,2500,MIA@CLE 10/19/2025 01:00PM ET,CLE,0
TE,Albert Okwuegbunam Jr. (40393024),Albert Okwuegbunam Jr.,40393024,TE/FLEX,2500,LV@KC 10/19/2025 01:00PM ET,LV,8.6
TE,Ian Thomas (40393136),Ian Thomas,40393136,TE/FLEX,2500,LV@KC 10/19/2025 01:00PM ET,LV,1.07
TE,Carter Runyon (40393138),Carter Runyon,40393138,TE/FLEX,2500,LV@KC 10/19/2025 01:00PM ET,LV,0
TE,Robert Tonyan (40393140),Robert Tonyan,40393140,TE/FLEX,2500,LV@KC 10/19/2025 01:00PM ET,KC,0
TE,Jared Wiley (40393142),Jared Wiley,40393142,TE/FLEX,2500,LV@KC 10/19/2025 01:00PM ET,KC,0
TE,Jake Briningstool (40393144),Jake Briningstool,40393144,TE/FLEX,2500,LV@KC 10/19/2025 01:00PM ET,KC,0
TE,Tre Watson (40393146),Tre Watson,40393146,TE/FLEX,2500,LV@KC 10/19/2025 01:00PM ET,KC,0
TE,James Winchester (40393148),James Winchester,40393148,TE/FLEX,2500,LV@KC 10/19/2025 01:00PM ET,KC,0
TE,Grant Calcaterra (40393116),Grant Calcaterra,40393116,TE/FLEX,2500,PHI@MIN 10/19/2025 01:00PM ET,PHI,1.6
