Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
TE,Jake Ferguson (40470656),Jake Ferguson,40470656,TE/FLEX,6000,DAL@DEN 10/26/2025 04:25PM ET,DAL,17.2
RB,D'Andre Swift (40470058),D'Andre Swift,40470058,RB/FLEX,5900,CHI@BAL 10/26/2025 01:00PM ET,CHI,17.25
WR,DeVonta Smith (40470286),DeVonta Smith,40470286,WR/FLEX,5900,NYG@PHI 10/26/2025 01:00PM ET,PHI,15.2
QB,Brock Purdy (40469971),Brock Purdy,40469971,QB,5800,SF@HOU 10/26/2025 01:00PM ET,SF,21.22
WR,Stefon Diggs (40470288),Stefon Diggs,40470288,WR/FLEX,5800,CLE@NE 10/26/2025 01:00PM ET,NE,12.94
WR,Chris Olave (40470290),Chris Olave,40470290,WR/FLEX,5800,TB@NO 10/26/2025 04:05PM ET,NO,15
RB,J.K. Dobbins (40470060),J.K. Dobbins,40470060,RB/FLEX,5800,DAL@DEN 10/26/2025 04:25PM ET,DEN,12.64
WR,Jaylen Waddle (40470294),Jaylen Waddle,40470294,WR/FLEX,5700,MIA@ATL 10/26/2025 01:00PM ET,MIA,13.12
WR,Tetairoa McMillan (40470292),Tetairoa McMillan,40470292,WR/FLEX,5700,BUF@CAR 10/26/2025 01:00PM ET,CAR,12.33
RB,Alvin Kamara (40470062),Alvin Kamara,40470062,RB/FLEX,5700,TB@NO 10/26/2025 04:05PM ET,NO,10.93
QB,Caleb Williams (40469972),Caleb Williams,40469972,QB,5600,CHI@BAL 10/26/2025 01:00PM ET,CHI,18.27
WR,Tee Higgins (40470296),Tee Higgins,40470296,WR/FLEX,5600,NYJ@CIN 10/26/2025 01:00PM ET,CIN,10.51
WR,Michael Pittman Jr. (40470298),Michael Pittman Jr.,40470298,WR/FLEX,5600,TEN@IND 10/26/2025 04:25PM ET,IND,14.59
RB,Rhamondre Stevenson (40470064),Rhamondre Stevenson,40470064,RB/FLEX,5500,CLE@NE 10/26/2025 01:00PM ET,NE,10.27
QB,Jaxson Dart (40469973),Jaxson Dart,40469973,QB,5500,NYG@PHI 10/26/2025 01:00PM ET,NYG,15.24
WR,Chris Godwin Jr. (40470300),Chris Godwin Jr.,40470300,WR/FLEX,5500,TB@NO 10/26/2025 04:05PM ET,TB,5.6
TE,Tyler Warren (40470658),Tyler Warren,40470658,TE/FLEX,5500,TEN@IND 10/26/2025 04:25PM ET,IND,14.5
WR,Zay Flowers (40470302),Zay Flowers,40470302,WR/FLEX,5400,CHI@BAL 10/26/2025 01:00PM ET,BAL,14.25
QB,Joe Flacco (40469974),Joe Flacco,40469974,QB,5400,NYJ@CIN 10/26/2025 01:00PM ET,CIN,13.61
RB,Chase Brown (40470066),Chase Brown,40470066,RB/FLEX,5400,NYJ@CIN 10/26/2025 01:00PM ET,CIN,10.49
WR,Ricky Pearsall (40470304),Ricky Pearsall,40470304,WR/FLEX,5400,SF@HOU 10/26/2025 01:00PM ET,SF,14.58
WR,DJ Moore (40470306),DJ Moore,40470306,WR/FLEX,5300,CHI@BAL 10/26/2025 01:00PM ET,CHI,9.37
RB,Chuba Hubbard (40470068),Chuba Hubbard,40470068,RB/FLEX,5300,BUF@CAR 10/26/2025 01:00PM ET,CAR,12.72
QB,Mac Jones (40469975),Mac Jones,40469975,QB,5300,SF@HOU 10/26/2025 01:00PM ET,SF,16.91
QB,Bryce Young (40469976),Bryce Young,40469976,QB,5200,BUF@CAR 10/26/2025 01:00PM ET,CAR,14.77
WR,Wan'Dale Robinson (40470308),Wan'Dale Robinson,40470308,WR/FLEX,5200,NYG@PHI 10/26/2025 01:00PM ET,NYG,13.54
RB,Tony Pollard (40470070),Tony Pollard,40470070,RB/FLEX,5200,TEN@IND 10/26/2025 04:25PM ET,TEN,11.03
WR,Khalil Shakir (40470310),Khalil Shakir,40470310,WR/FLEX,5100,BUF@CAR 10/26/2025 01:00PM ET,BUF,10.72
QB,C.J. Stroud (40469977),C.J. Stroud,40469977,QB,5100,SF@HOU 10/26/2025 01:00PM ET,HOU,16.48
RB,Woody Marks (40470072),Woody Marks,40470072,RB/FLEX,5100,SF@HOU 10/26/2025 01:00PM ET,HOU,8.97
WR,Kendrick Bourne (40470312),Kendrick Bourne,40470312,WR/FLEX,5100,SF@HOU 10/26/2025 01:00PM ET,SF,11.58
WR,Keon Coleman (40470314),Keon Coleman,40470314,WR/FLEX,5000,BUF@CAR 10/26/2025 01:00PM ET,BUF,10.28
QB,Justin Fields (40469978),Justin Fields,40469978,QB,5000,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,16.25
RB,Nick Chubb (40470074),Nick Chubb,40470074,RB/FLEX,5000,SF@HOU 10/26/2025 01:00PM ET,HOU,8.43
QB,Michael Penix Jr. (40469979),Michael Penix Jr.,40469979,QB,4900,MIA@ATL 10/26/2025 01:00PM ET,ATL,14.28
RB,Kyle Monangai (40470078),Kyle Monangai,40470078,RB/FLEX,4900,CHI@BAL 10/26/2025 01:00PM ET,CHI,5.72
RB,Joe Mixon (40470076),Joe Mixon,40470076,RB/FLEX,4900,SF@HOU 10/26/2025 01:00PM ET,HOU,0
WR,Brandon Aiyuk (40470318),Brandon Aiyuk,40470318,WR/FLEX,4900,SF@HOU 10/26/2025 01:00PM ET,SF,0
WR,Calvin Ridley (40470316),Calvin Ridley,40470316,WR/FLEX,4900,TEN@IND 10/26/2025 04:25PM ET,TEN,8
QB,Tua Tagovailoa (40469980),Tua Tagovailoa,40469980,QB,4800,MIA@ATL 10/26/2025 01:00PM ET,MIA,13.47
RB,Tyler Allgeier (40470080),Tyler Allgeier,40470080,RB/FLEX,4800,MIA@ATL 10/26/2025 01:00PM ET,ATL,7.05
WR,Kayshon Boutte (40470320),Kayshon Boutte,40470320,WR/FLEX,4800,CLE@NE 10/26/2025 01:00PM ET,NE,11.8
RB,RJ Harvey (40470082),RJ Harvey,40470082,RB/FLEX,4800,DAL@DEN 10/26/2025 04:25PM ET,DEN,7.91
QB,Spencer Rattler (40469981),Spencer Rattler,40469981,QB,4700,TB@NO 10/26/2025 04:05PM ET,NO,14.5
RB,Kendre Miller (40470086),Kendre Miller,40470086,RB/FLEX,4700,TB@NO 10/26/2025 04:05PM ET,NO,4.76
WR,Rashid Shaheed (40470324),Rashid Shaheed,40470324,WR/FLEX,4700,TB@NO 10/26/2025 04:05PM ET,NO,11.59
RB,Tyjae Spears (40470084),Tyjae Spears,40470084,RB/FLEX,4700,TEN@IND 10/26/2025 04:25PM ET,TEN,5.8
WR,Josh Downs (40470322),Josh Downs,40470322,WR/FLEX,4700,TEN@IND 10/26/2025 04:25PM ET,IND,8.95
WR,Jauan Jennings (40470326),Jauan Jennings,40470326,WR/FLEX,4600,SF@HOU 10/26/2025 01:00PM ET,SF,7.74
RB,Tyrone Tracy Jr. (40470088),Tyrone Tracy Jr.,40470088,RB/FLEX,4600,NYG@PHI 10/26/2025 01:00PM ET,NYG,6.28
RB,Will Shipley (40470090),Will Shipley,40470090,RB/FLEX,4600,NYG@PHI 10/26/2025 01:00PM ET,PHI,1.14
QB,Cam Ward (40469982),Cam Ward,40469982,QB,4600,TEN@IND 10/26/2025 04:25PM ET,TEN,9.12
WR,Alec Pierce (40470328),Alec Pierce,40470328,WR/FLEX,4600,TEN@IND 10/26/2025 04:25PM ET,IND,9.54
RB,Justice Hill (40470096),Justice Hill,40470096,RB/FLEX,4500,CHI@BAL 10/26/2025 01:00PM ET,BAL,8.87
QB,Andy Dalton (40469983),Andy Dalton,40469983,QB,4500,BUF@CAR 10/26/2025 01:00PM ET,CAR,2.81
QB,Tyrod Taylor (40469984),Tyrod Taylor,40469984,QB,4500,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,10.39
RB,Brian Robinson Jr. (40470094),Brian Robinson Jr.,40470094,RB/FLEX,4500,SF@HOU 10/26/2025 01:00PM ET,SF,2.93
TE,George Kittle (40470660),George Kittle,40470660,TE/FLEX,4500,SF@HOU 10/26/2025 01:00PM ET,SF,6.25
RB,TreVeyon Henderson (40470092),TreVeyon Henderson,40470092,RB/FLEX,4500,CLE@NE 10/26/2025 01:00PM ET,NE,6.74
WR,Sterling Shepard (40470330),Sterling Shepard,40470330,WR/FLEX,4500,TB@NO 10/26/2025 04:05PM ET,TB,8.26
QB,Kirk Cousins (40469985),Kirk Cousins,40469985,QB,4400,MIA@ATL 10/26/2025 01:00PM ET,ATL,1.16
WR,Darnell Mooney (40470332),Darnell Mooney,40470332,WR/FLEX,4400,MIA@ATL 10/26/2025 01:00PM ET,ATL,6.18
RB,Samaje Perine (40470098),Samaje Perine,40470098,RB/FLEX,4400,NYJ@CIN 10/26/2025 01:00PM ET,CIN,2.47
TE,Harold Fannin Jr. (40470662),Harold Fannin Jr.,40470662,TE/FLEX,4400,CLE@NE 10/26/2025 01:00PM ET,CLE,9.63
RB,Sean Tucker (40470100),Sean Tucker,40470100,RB/FLEX,4400,TB@NO 10/26/2025 04:05PM ET,TB,1.89
RB,Ollie Gordon II (40470102),Ollie Gordon II,40470102,RB/FLEX,4300,MIA@ATL 10/26/2025 01:00PM ET,MIA,2.53
QB,Cooper Rush (40469986),Cooper Rush,40469986,QB,4300,CHI@BAL 10/26/2025 01:00PM ET,BAL,1.68
QB,Tyler Huntley (40469987),Tyler Huntley,40469987,QB,4300,CHI@BAL 10/26/2025 01:00PM ET,BAL,6.62
TE,Dalton Kincaid (40470664),Dalton Kincaid,40470664,TE/FLEX,4300,BUF@CAR 10/26/2025 01:00PM ET,BUF,13.94
RB,Jerome Ford (40470104),Jerome Ford,40470104,RB/FLEX,4300,CLE@NE 10/26/2025 01:00PM ET,CLE,5
WR,Darius Slayton (40470334),Darius Slayton,40470334,WR/FLEX,4300,NYG@PHI 10/26/2025 01:00PM ET,NYG,5.52
WR,Tez Johnson (40470336),Tez Johnson,40470336,WR/FLEX,4300,TB@NO 10/26/2025 04:05PM ET,TB,6.62
WR,DeAndre Hopkins (40470340),DeAndre Hopkins,40470340,WR/FLEX,4200,CHI@BAL 10/26/2025 01:00PM ET,BAL,6.47
RB,Ray Davis (40470106),Ray Davis,40470106,RB/FLEX,4200,BUF@CAR 10/26/2025 01:00PM ET,BUF,2.3
QB,Dillon Gabriel (40469988),Dillon Gabriel,40469988,QB,4200,CLE@NE 10/26/2025 01:00PM ET,CLE,7.11
QB,Shedeur Sanders (40469989),Shedeur Sanders,40469989,QB,4200,CLE@NE 10/26/2025 01:00PM ET,CLE,0
TE,Dallas Goedert (40470666),Dallas Goedert,40470666,TE/FLEX,4200,NYG@PHI 10/26/2025 01:00PM ET,PHI,14.35
RB,Devin Neal (40470108),Devin Neal,40470108,RB/FLEX,4200,TB@NO 10/26/2025 04:05PM ET,NO,0.33
WR,Troy Franklin (40470338),Troy Franklin,40470338,WR/FLEX,4200,DAL@DEN 10/26/2025 04:25PM ET,DEN,10.03
WR,Rashod Bateman (40470344),Rashod Bateman,40470344,WR/FLEX,4100,CHI@BAL 10/26/2025 01:00PM ET,BAL,4.83
RB,Isaiah Davis (40470110),Isaiah Davis,40470110,RB/FLEX,4100,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,2.96
WR,Jerry Jeudy (40470342),Jerry Jeudy,40470342,WR/FLEX,4100,CLE@NE 10/26/2025 01:00PM ET,CLE,6.81
RB,A.J. Dillon (40470112),A.J. Dillon,40470112,RB/FLEX,4100,NYG@PHI 10/26/2025 01:00PM ET,PHI,1.47
TE,Evan Engram (40470668),Evan Engram,40470668,TE/FLEX,4100,DAL@DEN 10/26/2025 04:25PM ET,DEN,7.77
QB,Emory Jones (40469990),Emory Jones,40469990,QB,4000,MIA@ATL 10/26/2025 01:00PM ET,ATL,0
QB,Easton Stick (40469991),Easton Stick,40469991,QB,4000,MIA@ATL 10/26/2025 01:00PM ET,ATL,0
QB,Quinn Ewers (40470013),Quinn Ewers,40470013,QB,4000,MIA@ATL 10/26/2025 01:00PM ET,MIA,2.12
QB,Zach Wilson (40470014),Zach Wilson,40470014,QB,4000,MIA@ATL 10/26/2025 01:00PM ET,MIA,1.58
RB,Nathan Carter (40470114),Nathan Carter,40470114,RB/FLEX,4000,MIA@ATL 10/26/2025 01:00PM ET,ATL,1.8
RB,Carlos Washington Jr. (40470116),Carlos Washington Jr.,40470116,RB/FLEX,4000,MIA@ATL 10/26/2025 01:00PM ET,ATL,0
RB,Jaylen Wright (40470188),Jaylen Wright,40470188,RB/FLEX,4000,MIA@ATL 10/26/2025 01:00PM ET,MIA,0
RB,Alexander Mattison (40470190),Alexander Mattison,40470190,RB/FLEX,4000,MIA@ATL 10/26/2025 01:00PM ET,MIA,0
RB,Alec Ingold (40470192),Alec Ingold,40470192,RB/FLEX,4000,MIA@ATL 10/26/2025 01:00PM ET,MIA,1.13
RB,JaMycal Hasty (40470194),JaMycal Hasty,40470194,RB/FLEX,4000,MIA@ATL 10/26/2025 01:00PM ET,MIA,0
RB,Jeff Wilson Jr. (40470196),Jeff Wilson Jr.,40470196,RB/FLEX,4000,MIA@ATL 10/26/2025 01:00PM ET,MIA,0
TE,Darren Waller (40470670),Darren Waller,40470670,TE/FLEX,4000,MIA@ATL 10/26/2025 01:00PM ET,MIA,11.42
QB,Tyson Bagent (40469996),Tyson Bagent,40469996,QB,4000,CHI@BAL 10/26/2025 01:00PM ET,CHI,1.78
QB,Case Keenum (40469997),Case Keenum,40469997,QB,4000,CHI@BAL 10/26/2025 01:00PM ET,CHI,0
RB,Roschon Johnson (40470132),Roschon Johnson,40470132,RB/FLEX,4000,CHI@BAL 10/26/2025 01:00PM ET,CHI,0.34
RB,Travis Homer (40470134),Travis Homer,40470134,RB/FLEX,4000,CHI@BAL 10/26/2025 01:00PM ET,CHI,0
RB,Deion Hankins (40470136),Deion Hankins,40470136,RB/FLEX,4000,CHI@BAL 10/26/2025 01:00PM ET,CHI,0
RB,Brittain Brown (40470138),Brittain Brown,40470138,RB/FLEX,4000,CHI@BAL 10/26/2025 01:00PM ET,CHI,0
RB,Keaton Mitchell (40470256),Keaton Mitchell,40470256,RB/FLEX,4000,CHI@BAL 10/26/2025 01:00PM ET,BAL,1.15
RB,Rasheen Ali (40470258),Rasheen Ali,40470258,RB/FLEX,4000,CHI@BAL 10/26/2025 01:00PM ET,BAL,0.08
RB,Patrick Ricard (40470260),Patrick Ricard,40470260,RB/FLEX,4000,CHI@BAL 10/26/2025 01:00PM ET,BAL,0
RB,Lucas Scott (40470262),Lucas Scott,40470262,RB/FLEX,4000,CHI@BAL 10/26/2025 01:00PM ET,BAL,0
QB,Mitchell Trubisky (40469992),Mitchell Trubisky,40469992,QB,4000,BUF@CAR 10/26/2025 01:00PM ET,BUF,0.98
QB,Shane Buechele (40469993),Shane Buechele,40469993,QB,4000,BUF@CAR 10/26/2025 01:00PM ET,BUF,0
QB,Hendon Hooker (40470029),Hendon Hooker,40470029,QB,4000,BUF@CAR 10/26/2025 01:00PM ET,CAR,0
RB,Ty Johnson (40470118),Ty Johnson,40470118,RB/FLEX,4000,BUF@CAR 10/26/2025 01:00PM ET,BUF,1.62
RB,Frank Gore Jr. (40470120),Frank Gore Jr.,40470120,RB/FLEX,4000,BUF@CAR 10/26/2025 01:00PM ET,BUF,0
RB,Reggie Gilliam (40470122),Reggie Gilliam,40470122,RB/FLEX,4000,BUF@CAR 10/26/2025 01:00PM ET,BUF,0
RB,Trevor Etienne (40470248),Trevor Etienne,40470248,RB/FLEX,4000,BUF@CAR 10/26/2025 01:00PM ET,CAR,1.36
RB,DeeJay Dallas (40470250),DeeJay Dallas,40470250,RB/FLEX,4000,BUF@CAR 10/26/2025 01:00PM ET,CAR,0
RB,Jonathon Brooks (40470252),Jonathon Brooks,40470252,RB/FLEX,4000,BUF@CAR 10/26/2025 01:00PM ET,CAR,0
RB,Anthony Tyus III (40470254),Anthony Tyus III,40470254,RB/FLEX,4000,BUF@CAR 10/26/2025 01:00PM ET,CAR,0
WR,Xavier Legette (40470350),Xavier Legette,40470350,WR/FLEX,4000,BUF@CAR 10/26/2025 01:00PM ET,CAR,8.64
QB,Jake Browning (40469998),Jake Browning,40469998,QB,4000,NYJ@CIN 10/26/2025 01:00PM ET,CIN,14.04
QB,Joe Burrow (40469999),Joe Burrow,40469999,QB,4000,NYJ@CIN 10/26/2025 01:00PM ET,CIN,7.93
QB,Sean Clifford (40470000),Sean Clifford,40470000,QB,4000,NYJ@CIN 10/26/2025 01:00PM ET,CIN,0
QB,Brady Cook (40470021),Brady Cook,40470021,QB,4000,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,0
RB,Tahj Brooks (40470140),Tahj Brooks,40470140,RB/FLEX,4000,NYJ@CIN 10/26/2025 01:00PM ET,CIN,0.24
RB,Gary Brightwell (40470142),Gary Brightwell,40470142,RB/FLEX,4000,NYJ@CIN 10/26/2025 01:00PM ET,CIN,0
RB,Kendall Milton (40470144),Kendall Milton,40470144,RB/FLEX,4000,NYJ@CIN 10/26/2025 01:00PM ET,CIN,0
RB,Kene Nwangwu (40470220),Kene Nwangwu,40470220,RB/FLEX,4000,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,0
RB,Khalil Herbert (40470222),Khalil Herbert,40470222,RB/FLEX,4000,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,0
RB,Braelon Allen (40470224),Braelon Allen,40470224,RB/FLEX,4000,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,4.08
RB,Andrew Beck (40470226),Andrew Beck,40470226,RB/FLEX,4000,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,1.24
QB,Davis Mills (40469994),Davis Mills,40469994,QB,4000,SF@HOU 10/26/2025 01:00PM ET,HOU,1.22
QB,Graham Mertz (40469995),Graham Mertz,40469995,QB,4000,SF@HOU 10/26/2025 01:00PM ET,HOU,0
QB,Adrian Martinez (40470025),Adrian Martinez,40470025,QB,4000,SF@HOU 10/26/2025 01:00PM ET,SF,0
QB,Kurtis Rourke (40470026),Kurtis Rourke,40470026,QB,4000,SF@HOU 10/26/2025 01:00PM ET,SF,0
RB,Dameon Pierce (40470124),Dameon Pierce,40470124,RB/FLEX,4000,SF@HOU 10/26/2025 01:00PM ET,HOU,1.3
RB,British Brooks (40470126),British Brooks,40470126,RB/FLEX,4000,SF@HOU 10/26/2025 01:00PM ET,HOU,0.38
RB,Dare Ogunbowale (40470128),Dare Ogunbowale,40470128,RB/FLEX,4000,SF@HOU 10/26/2025 01:00PM ET,HOU,0.6
RB,Jawhar Jordan (40470130),Jawhar Jordan,40470130,RB/FLEX,4000,SF@HOU 10/26/2025 01:00PM ET,HOU,0
RB,Isaac Guerendo (40470232),Isaac Guerendo,40470232,RB/FLEX,4000,SF@HOU 10/26/2025 01:00PM ET,SF,0
RB,Jordan James (40470234),Jordan James,40470234,RB/FLEX,4000,SF@HOU 10/26/2025 01:00PM ET,SF,0
RB,Patrick Taylor Jr. (40470236),Patrick Taylor Jr.,40470236,RB/FLEX,4000,SF@HOU 10/26/2025 01:00PM ET,SF,0
RB,Sincere McCormick (40470238),Sincere McCormick,40470238,RB/FLEX,4000,SF@HOU 10/26/2025 01:00PM ET,SF,0
RB,Kyle Juszczyk (40470240),Kyle Juszczyk,40470240,RB/FLEX,4000,SF@HOU 10/26/2025 01:00PM ET,SF,4.1
WR,Christian Kirk (40470346),Christian Kirk,40470346,WR/FLEX,4000,SF@HOU 10/26/2025 01:00PM ET,HOU,6.97
QB,Deshaun Watson (40470001),Deshaun Watson,40470001,QB,4000,CLE@NE 10/26/2025 01:00PM ET,CLE,0
QB,Bailey Zappe (40470002),Bailey Zappe,40470002,QB,4000,CLE@NE 10/26/2025 01:00PM ET,CLE,0
QB,Joshua Dobbs (40470015),Joshua Dobbs,40470015,QB,4000,CLE@NE 10/26/2025 01:00PM ET,NE,0.04
QB,Tommy DeVito (40470016),Tommy DeVito,40470016,QB,4000,CLE@NE 10/26/2025 01:00PM ET,NE,0
RB,Dylan Sampson (40470146),Dylan Sampson,40470146,RB/FLEX,4000,CLE@NE 10/26/2025 01:00PM ET,CLE,5.21
RB,Raheim Sanders (40470148),Raheim Sanders,40470148,RB/FLEX,4000,CLE@NE 10/26/2025 01:00PM ET,CLE,6.3
RB,Ahmani Marshall (40470150),Ahmani Marshall,40470150,RB/FLEX,4000,CLE@NE 10/26/2025 01:00PM ET,CLE,0
RB,Terrell Jennings (40470198),Terrell Jennings,40470198,RB/FLEX,4000,CLE@NE 10/26/2025 01:00PM ET,NE,0.9
RB,Antonio Gibson (40470200),Antonio Gibson,40470200,RB/FLEX,4000,CLE@NE 10/26/2025 01:00PM ET,NE,4.84
RB,Lan Larison (40470202),Lan Larison,40470202,RB/FLEX,4000,CLE@NE 10/26/2025 01:00PM ET,NE,0
RB,Deneric Prince (40470204),Deneric Prince,40470204,RB/FLEX,4000,CLE@NE 10/26/2025 01:00PM ET,NE,0
RB,Jashaun Corbin (40470206),Jashaun Corbin,40470206,RB/FLEX,4000,CLE@NE 10/26/2025 01:00PM ET,NE,0
RB,Brock Lampe (40470208),Brock Lampe,40470208,RB/FLEX,4000,CLE@NE 10/26/2025 01:00PM ET,NE,0
RB,Jack Westover (40470210),Jack Westover,40470210,RB/FLEX,4000,CLE@NE 10/26/2025 01:00PM ET,NE,0
QB,Russell Wilson (40470019),Russell Wilson,40470019,QB,4000,NYG@PHI 10/26/2025 01:00PM ET,NYG,10.57
QB,Jameis Winston (40470020),Jameis Winston,40470020,QB,4000,NYG@PHI 10/26/2025 01:00PM ET,NYG,0
QB,Tanner McKee (40470022),Tanner McKee,40470022,QB,4000,NYG@PHI 10/26/2025 01:00PM ET,PHI,0
QB,Sam Howell (40470023),Sam Howell,40470023,QB,4000,NYG@PHI 10/26/2025 01:00PM ET,PHI,0
QB,Kyle McCord (40470024),Kyle McCord,40470024,QB,4000,NYG@PHI 10/26/2025 01:00PM ET,PHI,0
RB,Devin Singletary (40470214),Devin Singletary,40470214,RB/FLEX,4000,NYG@PHI 10/26/2025 01:00PM ET,NYG,1.49
RB,Eric Gray (40470216),Eric Gray,40470216,RB/FLEX,4000,NYG@PHI 10/26/2025 01:00PM ET,NYG,0
RB,Dante Miller (40470218),Dante Miller,40470218,RB/FLEX,4000,NYG@PHI 10/26/2025 01:00PM ET,NYG,0
RB,Tank Bigsby (40470228),Tank Bigsby,40470228,RB/FLEX,4000,NYG@PHI 10/26/2025 01:00PM ET,PHI,0.46
RB,Ben VanSumeren (40470230),Ben VanSumeren,40470230,RB/FLEX,4000,NYG@PHI 10/26/2025 01:00PM ET,PHI,0
QB,Tyler Shough (40470017),Tyler Shough,40470017,QB,4000,TB@NO 10/26/2025 04:05PM ET,NO,0
QB,Jake Haener (40470018),Jake Haener,40470018,QB,4000,TB@NO 10/26/2025 04:05PM ET,NO,0
QB,Teddy Bridgewater (40470027),Teddy Bridgewater,40470027,QB,4000,TB@NO 10/26/2025 04:05PM ET,TB,-0.1
QB,Connor Bazelak (40470028),Connor Bazelak,40470028,QB,4000,TB@NO 10/26/2025 04:05PM ET,TB,0
RB,Velus Jones Jr. (40470212),Velus Jones Jr.,40470212,RB/FLEX,4000,TB@NO 10/26/2025 04:05PM ET,NO,0
RB,Josh Williams (40470242),Josh Williams,40470242,RB/FLEX,4000,TB@NO 10/26/2025 04:05PM ET,TB,0
RB,Owen Wright (40470244),Owen Wright,40470244,RB/FLEX,4000,TB@NO 10/26/2025 04:05PM ET,TB,0
RB,Michael Wiley (40470246),Michael Wiley,40470246,RB/FLEX,4000,TB@NO 10/26/2025 04:05PM ET,TB,0
WR,Jalen McMillan (40470348),Jalen McMillan,40470348,WR/FLEX,4000,TB@NO 10/26/2025 04:05PM ET,TB,0
QB,Joe Milton III (40470003),Joe Milton III,40470003,QB,4000,DAL@DEN 10/26/2025 04:25PM ET,DAL,0.64
QB,Will Grier (40470004),Will Grier,40470004,QB,4000,DAL@DEN 10/26/2025 04:25PM ET,DAL,0
QB,Jarrett Stidham (40470005),Jarrett Stidham,40470005,QB,4000,DAL@DEN 10/26/2025 04:25PM ET,DEN,0
QB,Sam Ehlinger (40470006),Sam Ehlinger,40470006,QB,4000,DAL@DEN 10/26/2025 04:25PM ET,DEN,0
RB,Jaydon Blue (40470152),Jaydon Blue,40470152,RB/FLEX,4000,DAL@DEN 10/26/2025 04:25PM ET,DAL,1.7
RB,Malik Davis (40470154),Malik Davis,40470154,RB/FLEX,4000,DAL@DEN 10/26/2025 04:25PM ET,DAL,0
RB,Phil Mafah (40470156),Phil Mafah,40470156,RB/FLEX,4000,DAL@DEN 10/26/2025 04:25PM ET,DAL,0
RB,Miles Sanders (40470158),Miles Sanders,40470158,RB/FLEX,4000,DAL@DEN 10/26/2025 04:25PM ET,DAL,6.92
RB,Hunter Luepke (40470160),Hunter Luepke,40470160,RB/FLEX,4000,DAL@DEN 10/26/2025 04:25PM ET,DAL,1.8
RB,Jaleel McLaughlin (40470162),Jaleel McLaughlin,40470162,RB/FLEX,4000,DAL@DEN 10/26/2025 04:25PM ET,DEN,0
RB,Tyler Badie (40470164),Tyler Badie,40470164,RB/FLEX,4000,DAL@DEN 10/26/2025 04:25PM ET,DEN,2.73
RB,Adam Prentice (40470166),Adam Prentice,40470166,RB/FLEX,4000,DAL@DEN 10/26/2025 04:25PM ET,DEN,0.41
RB,Michael Burton (40470168),Michael Burton,40470168,RB/FLEX,4000,DAL@DEN 10/26/2025 04:25PM ET,DEN,0
RB,Deuce Vaughn (40470170),Deuce Vaughn,40470170,RB/FLEX,4000,DAL@DEN 10/26/2025 04:25PM ET,DEN,0
QB,Brandon Allen (40470007),Brandon Allen,40470007,QB,4000,TEN@IND 10/26/2025 04:25PM ET,TEN,0
QB,Will Levis (40470008),Will Levis,40470008,QB,4000,TEN@IND 10/26/2025 04:25PM ET,TEN,0
QB,Trevor Siemian (40470009),Trevor Siemian,40470009,QB,4000,TEN@IND 10/26/2025 04:25PM ET,TEN,0
QB,Riley Leonard (40470010),Riley Leonard,40470010,QB,4000,TEN@IND 10/26/2025 04:25PM ET,IND,0
QB,Anthony Richardson Sr. (40470011),Anthony Richardson Sr.,40470011,QB,4000,TEN@IND 10/26/2025 04:25PM ET,IND,1.08
QB,Brett Rypien (40470012),Brett Rypien,40470012,QB,4000,TEN@IND 10/26/2025 04:25PM ET,IND,0
RB,Julius Chestnut (40470172),Julius Chestnut,40470172,RB/FLEX,4000,TEN@IND 10/26/2025 04:25PM ET,TEN,0.44
RB,Kalel Mullings (40470174),Kalel Mullings,40470174,RB/FLEX,4000,TEN@IND 10/26/2025 04:25PM ET,TEN,0
RB,Jordan Mims (40470176),Jordan Mims,40470176,RB/FLEX,4000,TEN@IND 10/26/2025 04:25PM ET,TEN,0
RB,DJ Giddens (40470178),DJ Giddens,40470178,RB/FLEX,4000,TEN@IND 10/26/2025 04:25PM ET,IND,0.94
RB,Tyler Goodson (40470180),Tyler Goodson,40470180,RB/FLEX,4000,TEN@IND 10/26/2025 04:25PM ET,IND,0.8
RB,Ameer Abdullah (40470182),Ameer Abdullah,40470182,RB/FLEX,4000,TEN@IND 10/26/2025 04:25PM ET,IND,4.3
RB,Salvon Ahmed (40470184),Salvon Ahmed,40470184,RB/FLEX,4000,TEN@IND 10/26/2025 04:25PM ET,IND,0
RB,Ulysses Bentley IV (40470186),Ulysses Bentley IV,40470186,RB/FLEX,4000,TEN@IND 10/26/2025 04:25PM ET,IND,0
TE,Kyle Pitts Sr. (40470672),Kyle Pitts Sr.,40470672,TE/FLEX,3900,MIA@ATL 10/26/2025 01:00PM ET,ATL,10.75
WR,Josh Reynolds (40470352),Josh Reynolds,40470352,WR/FLEX,3900,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,4.62
